,eng,Subject
8972,"Acid hydrolysis of ester is first order reaction and rate constant is given by \( \boldsymbol{k}=\frac{\mathbf{2 . 3 0 3}}{\boldsymbol{t}} \log \frac{\boldsymbol{V}_{\infty}-\boldsymbol{V}_{\mathbf{0}}}{\boldsymbol{V}_{\infty}-\boldsymbol{V}_{\boldsymbol{t}}} \) where, \( \boldsymbol{V}_{0}, \boldsymbol{V}_{\boldsymbol{t}} \)
and \( V_{\infty} \) are the volume of standard
NaOH required to neutralise acid
present at a given time, if ester is \( 50 \% \) neutralised then:
\( \mathbf{A} \cdot V_{\infty}=V_{t} \)
В \( \cdot V_{\infty}=\left(V_{t}-V_{0}\right) \)
C \( . V_{\infty}=2 V_{t}-V_{0} \)
D. \( V_{\infty}=2 V_{t}+V_{0} \)",Chemistry
29226,"If the magnitude of intensity of electric
field at a distance \( x \) on axial line and at
a distance \( y \) on equational line on a given dipole are equal, then \( x: y \) is ?",Physics
102828,"Assertion
Each molecule of NADPH and two ATP
are required for the fixation of one
molecule of \( \boldsymbol{C O}_{2} \)
Reason
Three molecule of NADPH and two ATP
are required the for fixation of one
molecule of \( \boldsymbol{C O}_{2} \)
A. Both Assertion and Reason are correct and Reason is the correct explanation for Assertion
B. Both Assertion and Reason are correct but Reason is not the correct explanation for Assertion
C. Assertion is correct but Reason is incorrect
D. Both Assertion and Reason are incorrect",Biology
96065,"The thermal capacity of 10 gm of the substance is 8 calories. Then its
specific heat is.
A. 0.8
в. 1.25
c. 0.4
D. \( 0 . \)",Physics
1689,"When light propagates in vaccum there is an electric field and a magnetic field.
Which of the following is not true about these field?
A. They are constant in time
B. They have zero average value
C. They are perpendicular to the direction of propagation of light
D. They are mutually perpendicular",Physics
63806,"The solution of \( \left(x^{3}-2 y^{3}\right) d x+ \)
\( 3 x y^{2} d y=0 \) is:
A \( \cdot x^{3}-y^{3}=c x^{2} \)
в. \( x^{3}=y^{3} \)
c. \( x^{3}-y^{3}=c x \)
D. \( x^{3}+y^{3}=c x^{2} \)",Maths
31700,"In which form does the Light
propagates?
A. Electric waves
B. Magnetic waves
c. Electromagnetic waves
D. sound wave",Physics
79874,Find the value of \( \left(4 \cdot \sin 30^{0} \cos 30^{0}\right)^{2} \),Maths
105384,"A cell that has 36 chromosomes, at the
start of interphase will have at the
conclusion of meiosis.
A. 18 singular chromosomes
B. 36 singular chromosomes
c. 18 replicated chromosomes
D. 9 chromosomes, one in each of the four gametes produced",Biology
36719,"If the cost of \( 93 \mathrm{m} \) of a certain kind of
plastic sheet is Rs \( 1395, \) then what would it cost to buy \( 105 \mathrm{m} \) of such plastic sheet?",Maths
122,"\( \boldsymbol{A} \rightleftharpoons \boldsymbol{B}+\boldsymbol{C} \)
Time \( t \)
Total pressure of \( (\boldsymbol{B}+\boldsymbol{C}) \quad \boldsymbol{P}_{2} \)
Find equilibrium constant \( k \)
A \( \cdot k=\frac{1}{t} \ln \frac{P_{3}}{2\left(P_{3}-P_{2}\right)} \)
в. \( _{k=\frac{1}{t} l n \frac{P_{2}}{2\left(P_{3}-P_{2}\right)}} \)
c. \( k=\frac{1}{t} \ln \frac{P_{3}}{2\left(P_{3}+P_{2}\right)} \)
D. None of these",Chemistry
67692,"The correct order of acidic strength of
oxy - acids of chlorine is:
\( \mathbf{A} \cdot H C l O<H C l O_{2}<H C l O_{3}<H C l O_{4} \)
B \( \cdot H C l O_{4}<H C l O_{3}<H C l O_{2}<H C l O \)
\( \mathbf{c} \cdot H C l O>H C l O_{4}>H C l O_{3}>H C l O_{2} \)
D. \( H C l O_{4}<H C l O_{2}>H C l O_{3}>H C l O \)",Chemistry
59862,Differentiate: \( \sin ^{2} 3 x \cdot \tan ^{3} 2 x \),Maths
34760,"Composition of azurite mineral is:
A. \( C u C O_{3} . C u O \)
в. \( C u\left(H C O_{3}\right)_{2} . C u(O H)_{2} \)
\( \mathbf{c} \cdot 2 C u C O_{3} \cdot C u(O H) \)
D. \( C u C O_{3} .2 C u(O H) \)",Chemistry
34444,"Spring scale reads \( 20 N \) as it pulls a
\( 4.0 \mathrm{kg} \) object across a table. What is the
magnitude of the force exerted by object on the spring scale?
A. \( 40 N \)
в. \( 20 N \)
c. \( 4 N \)
D. \( 5 N \)",Physics
114270,"An ant moves along a circle 5 times in 1
minute with a uniform speed and a
lizard moves in a straight line to and fro
5 times in 5 minutes. Then
A. The motion of the ant is uniformly accelerated but non periodic
B. The motion of the lizard is uniformly accelerated but non periodic
C. Both ant and lizard are periodic
D. Both ant and lizard are accelerated and their direction
is along the direction of velocity",Physics
79417,"A single letter is selected at random from the word'PROBABILITY'. The
probability that it is a vowel is:
A . \( 3 / 11 \)
B. \( 4 / 11 \)
c. \( 2 / 11 \)
D.",Maths
87401,"The area of a field in the shape of a
trapezium measure \( 1440 m^{2} . \) The perpendicular distance between its
parallel sides is \( 24 \mathrm{cm} . \) If the ratio of the parallel sides is \( 53, \) then the length of the longer parallel sides is
A. \( 75 \mathrm{m} \)
B. \( 45 \mathrm{m} \)
c. \( 120 \mathrm{m} \)
D. 60 m",Maths
96914,"Give reasons:
Blood goes only once in one cycle through the heart in fishes.",Biology
40908,"Assertion
Inductance coils are made of copper.
Reason

Induced current is more in wire having
less resistance.
A. Both Assertion and Reason are correct and Reason is
the correct explanation for Assertion
B. Both Assertion and Reason are correct but Reason is
not the correct explanation for Assertion
C. Assertion is correct but Reason is incorrect
D. Both Assertion and Reason are incorrect",Physics
28427,"If the compression factor of a gas is
more than unity at \( S T P \), then the value
of \( V_{m} \) is:
A . greater than \( 22.4 d m^{3} \)
B. lesser than \( 22.4 d m^{3} \)
c. equal to \( 22.4 d m^{3} \)
D. dependent on its molecular mass",Chemistry
17301,"Which phenomena of light makes a pool of water appears to be less deep than it actually is?
A. Reflecion
B. Refraction
c. Diffraction
D. Lateral inversion",Physics
920,Derive an expression for electric field due to an electric dipole at a point on its axial line.,Physics
97401,"Find the inverse function of \( f(x)= \)
\( 2 x-3 \)",Maths
11047,"The rms value of current in an \( A C \)
circuit is \( 10 A . \) What is the peak
current?
A . \( 14.1 A \)
B. \( 35.2 A \)
\( \mathrm{c} .58 .9 A \)
D. \( 23.5 A \)",Physics
41113,"There are two identical small holes on
the opposite sides of a tank containing liquid. The tank is open at the top. The
difference in height between the two
holes is \( h \). As the liquid comes out of the two holes, the tank will experience a net horizontal force proportional to:
A \( \cdot h^{1 / 2} \)
B.
\( c \cdot h^{3 / 2} \)
\( D \cdot h^{2} \)",Physics
107137,"When stem of a herbaceous plant is cut water or sap oozes out, this is due to?
A. Guttation
B. Transpiration pull
c. Root pressure
D. Imbibition",Biology
9488,"(a) What is the structure of an optical
fiber?
(b) What is the principle used for transmitting audio and video signals using optical fiber? Explain the principle.",Physics
23679,"Solve the following equation:
\( \cos x=\sqrt{3} \)",Maths
118473,"In allene structure, three carbon atoms are joined by :
A. three \( \sigma \) - and three \( \pi \) -bond
B. two \( \sigma \) - and one \( \pi \) -bond
c. two \( \sigma \) - and two \( \pi \) - bonds
D. three \( \pi \) - bonds only",Chemistry
23888,"Shape of \( O_{2} F_{2} \) is similar to:
A \( \cdot C_{2} F_{2} \)
в. \( H_{2} O_{2} \)
c. \( H_{2} F_{2} \)
D. \( C_{2} H_{2} \)",Chemistry
55098,"Show that the relation \( R \) on the \( \operatorname{set} A= \)
\( \{x \in Z ; 0 \leq x \leq 12\}, \) given by \( R= \)
\( \{(a, b): a=b\}, \) is an equivalence
relation.",Maths
71695,"At \( 90^{\circ} C \) pure water has \( \left[H_{3} O^{+}\right]=10^{-6} \)
mol/litre. The value of \( \boldsymbol{K}_{\boldsymbol{w}} \) at \( \mathbf{9 0}^{\circ} \boldsymbol{C} \) is
A \( \cdot 10^{-6} \)
\( ^{6}-10^{-6} \)
B . \( 10^{-12} \)
\( c \cdot 10^{-8} \)
D. \( 10^{-14} \)",Chemistry
24300,Sketch the graph for \( y=\tan ^{-1}(\tan x) \),Maths
6709,"If \( x+\frac{1}{x}=3, \) then \( x^{4}+\frac{1}{x^{4}}= \)
A. 81
B . 23
c. 25
D. 47",Maths
20738,"\( \int_{\pi / 6}^{\pi / 3} \frac{\sin ^{3} x}{\sin ^{3} x+\cos ^{3} x} d x= \)
A \( \cdot \frac{\pi}{2} \)
в.
\( c \cdot \frac{\pi}{12} \)
D. \( \frac{\pi}{6} \)",Maths
79005,"Which of the following has/have zero average value in a plane electromagnetic wave?
A. Both magnetic and electric field
B. Electric field only
c. Magnetic energy
D. Electric energy",Physics
13449,"In Figure \( 5, \) rectangle \( A B C D \) is
inscribed in a circle. If the radius of the
circle is 2 and \( \overline{C D}=2, \) find the area of
the shaded region.
A. 0.36
3. 0.47
7
\( c .0 .57 \)
D. 0.707
\( =0.86 \)",Maths
16649,"Evaluate
\( \int_{0}^{\sqrt{3}} \frac{1}{1+x^{2}} \cdot \sin ^{-1}\left(\frac{2 x}{1+x^{2}}\right) d x \)
A \( \cdot \frac{5}{72} \pi^{2} \)
в. \( \frac{13}{144} \pi^{2} \)
c. \( \frac{7}{72} \pi^{\text {? }} \)
D. \( \frac{1}{12} \pi^{2} \)",Maths
99624,"A solid sphere of mass \( \mathrm{M} \) and radius \( \mathrm{R} \)
is divided into two unequal parts. The first part has a mass of \( \frac{\mathbf{7} M}{\mathbf{8}} \) and is converted into a uniform disc of radius
\( 2 R . \) The second part is converted into a
uniform solid sphere. Let \( \boldsymbol{I}_{\mathbf{1}} \) be the moment of inertia of the disc about its
axis and \( I_{2} \) be the moment of inertia of
the new sphere about its axis. The ratio
\( \boldsymbol{I}_{1} / \boldsymbol{I}_{2} \) is given by :
A . 185
B. 65
c. 285
D. 140",Physics
79319,"Let \( \boldsymbol{A}=\left[\begin{array}{c}-\mathbf{1} \\ \mathbf{2} \\ \mathbf{3}\end{array}\right] \) and \( \boldsymbol{B}=\left[\begin{array}{lll}-\mathbf{2} & -\mathbf{1} & -\mathbf{4}\end{array}\right] \)
The skew symmetric part of \( A B \) is?
\( \mathbf{A} \cdot\left(\begin{array}{ccc}0 & 5 / 2 & 5 \\ -5 / 2 & 0 & -5 / 2 \\ -5 & 5 / 2 & 0\end{array}\right) \)
В. \( \left(\begin{array}{ccc}0 & 5 & 10 \\ -5 & 0 & 11 \\ -10 & -11 & 0\end{array}\right) \)
\( \mathbf{c} \cdot\left(\begin{array}{ccc}0 & 3 & 5 \\ -3 & 0 & 11 \\ -5 & -11 & 0\end{array}\right) \)
D. None of these",Maths
120904,"Two small balls \( A \) and \( B \) are made of
same material. \( \boldsymbol{A} \) is solid but \( \boldsymbol{B} \) is
hollow. These are connected by an ideal spring and this whole system is kept
over a smooth plank such that center of mass of two balls coincide with mid
point of the plank. Initially the spring is
compressed by certain amount and the plank is in horizontal position. Now we
release the system. Then:
A. Plank will rotate clock wise
B. Plank will rotate anti clock wise
c. Plank will not rotate
D. It will depend upon string constant",Physics
72875,"Read the given statements and select
the correct option.

Statement 1: About 70\% of \( C O_{2} \) that
enters RBCs changes into. \( \boldsymbol{H} \boldsymbol{C O}_{3} \) for transport in plasma to the lungs where
it reconverts into \( C O_{2} \) for elimination.
Statement 2: About \( 40 \% \) of \( C O_{2} \) that
enters RBCs changes into carbaminohaemoglobin which releases
\( O_{2} \) in the lungs.
A. Both statements 1 and 2 are correct.
B. Statement 1 is correct but statement 2 is incorrect
c. Statement 1 is incorrect but statement 2 is correct
D. Both statements1 and 2 are incorrect.",Biology
105463,"The dimensions of \( \frac{\alpha}{\beta} \) in the equation \( \boldsymbol{F}=\frac{\boldsymbol{\alpha}-\boldsymbol{t}^{2}}{\beta \boldsymbol{v}^{2}}, \) where \( \mathrm{F} \) is the force, \( \mathrm{v} \) is
velocity and t is time, is
A \( \cdot\left[M L T^{-1}\right] \)
В \( \cdot\left[M L^{-1} T^{-2}\right] \)
c. \( \left[M L^{3} T^{-4}\right] \)
D・ \( \left[M L^{2} T^{-4}\right] \)",Physics
68331,"A ray of light travelling inside a rectangular glass block of refractive index \( \sqrt{2} \) is incident on the glass-air
surface at an angle o incidence of \( 45^{\circ} \)
The refractive index of air is one. Under
these conditions the ray will
A. emerge into the air without any deviation
B. be reflectived back into the glass
c. be absorbed
D. emerge into the air with an angle of refraction equal to \( 90_{o} \)",Physics
39155,"Bag I contains 1 white, 2 black and 3 red
balls; Bag II contains 2 white, 1 black and 1 red balls; Bag III contains 4 white,
3 black and 2 red balls. A bag is chosen
at random and two balls are drawn from
it with replacement. They happen to be one white and one red. What is the
probability that they came from Bag III.",Maths
110618,"A paramagnetic liquid is taken in a Utube and arranged so that one of its limbs is kept between pole pieces of the magnet. The liquid level in the limb is
A. goes down
B. rises up
c. remains same
D. first goes down and then rise",Physics
51450,"A compound has the following composition by weight: \( N a= \) \( \mathbf{1 8 . 6 0 \%}, \boldsymbol{S}=\mathbf{2 5 . 8 0 \%}, \boldsymbol{H}=\mathbf{4 . 0 2 \%} \) and
\( O=51.58 \% . \) Assuming that all the
hydrogen atoms in the compound are part of water of crystallization, the correct molecular formula of the
compound is:
A. \( N a_{2} S_{2} O_{3} \cdot 3 H_{2} O \)
в. \( N a_{2} S O_{4} \cdot 5 H_{2} O \)
c. \( N a_{2} S O_{4} \cdot 10 H_{2} O \)
D. \( N a_{2} S_{2} O_{3} \cdot 5 H_{2} O \)",Chemistry
44484,\( \frac{8}{8} \),Chemistry
86340,Sketch for \( \boldsymbol{y}=\cos ^{-1}\left(\frac{1-x^{2}}{1+x^{2}}\right) \),Maths
88307,"The medium of plasma is
A. Acidic
B. Basic
c. Neutral
D. None of the above",Biology
97065,"Enzymes in the living systems:
A. provide energy
B. provide immunity
c. transport oxygen
D. catalyse biological reactions",Chemistry
92741,"Write Freundlich isotherm equation at
low pressure.",Chemistry
105039,"Organic water pollutants is/are:
\( A \). ammonia
B. chloroform
c. fertilizers
D. all of above",Chemistry
61323,"How many chlorine atoms are present in chloretone?
\( \mathbf{A} \cdot \mathbf{1} \)
B. 2
\( c \cdot 3 \)
\( D \)",Chemistry
40832,Solve the following equation. \( \frac{2}{3} x=\frac{3}{8} x+\frac{7}{12} \),Maths
92161,"What happens to the pH of a buffer system if one halves the concentration
of both the acid and the salt?
A. Nothing happens
B. pH goes up because there is less total acid in the solution.
c. pH goes down because there is less conjugate base to mask the presence of the
D. It depends upon the original concentration of acid and salt
E . It is impossible to predict",Chemistry
13806,"\( \operatorname{Let} \boldsymbol{S}_{\boldsymbol{n}}=\frac{\boldsymbol{n}}{(\boldsymbol{n}+\mathbf{1})(\boldsymbol{n}+\mathbf{2})}+ \)
\( \frac{n}{(n+2)(n+4)}+\frac{n}{(n+3)(n+6)}+ \)
\( \ldots .+\frac{1}{6 n}, \) then \( \lim _{n \rightarrow \infty} S_{n} \) is
This question has multiple correct options
A \( \cdot \ln \frac{3}{2} \)
B. \( \ln \frac{9}{2} \)
\( c \cdot>1 \)
D . < 2",Maths
35167,"Assertion: In a galvanic cell, the half-cel with higher reduction potential provides a reducing agent Reason: Easily reducible substances are good oxidants.
A. Both Assertion and Reason are true and Reason is the correct explanation of Assertion
B. Both Assertion and Reason are true but Reason is not the correct explanation of Assertion
c. Assertion is true but Reason is false
D. Assertion is false but Reason is true
E. Both Assertion and Reason are false",Chemistry
10786,"\( 112 \mathrm{cm}^{3} \) of hydrogen gas at STP
contains:
A . 0.01 mole
B. 0.5 mole
c. 0.005 mole
D. 0.02 mole",Chemistry
99632,"If \( f(x) \) and \( g(x) \) are two polynomials with integral coefficients which vanish at \( x=\frac{1}{2}, \) then what is the factor of HCF
of \( \boldsymbol{f}(\boldsymbol{x}) \) and \( \boldsymbol{g}(\boldsymbol{x}) ? \)
\( \mathbf{A} \cdot x-1 \)
B. \( x-2 \)
c. \( 2 x-1 \)
D. \( 2 x+1 \)",Maths
3037,"In which of the following pairs both members contain peroxy linkage?
A \( \cdot H_{2} S_{2} O_{8}, H_{4} P_{2} O_{6} \)
в. \( H_{2} S O_{5}, H_{4} P_{2} O_{7} \)
c. \( H_{2} T i O_{4}, H_{4} P_{2} O_{8} \)
D. \( S_{3} O_{9}, P_{4} O_{7} \)",Chemistry
111912,"The surface of the head of a match stick
and sides of a match box are
deliberately made rough to:
A. increase friction
B. decrease friction
c. increase amount of heat
D. decrease amount of heat",Physics
97703,"An electric heater consists of a
nichrome coil and runs under \( 220 V \)
consuming \( 1 k W \) power. Part of its coil
burned out and it was reconnected after
cutting off the burnt portion, The power
it will consume now is:
A. More than \( 1 k W \)
B. Less that \( 1 k W \), but not zero
\( \mathrm{c} .1 \mathrm{kW} \)
D. \( 0 k W \)",Physics
110641,"\( x=0.500 \mathrm{m}, y=0.500 \mathrm{m}, \mathrm{z}=0 \)",Physics
15340,"The nature of \( _{-1-}-_{--}- \) rays depends upon the nature of the gas in the
discharge tube",Chemistry
